,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
1441,2OzVb1sMYyhep2E2AjK1SL,0.356,0.528,0.404,0.00115,0.111,-9.962,0.102,169.837,0.487,21
1442,2P91MQbaiQOfbiz9VqhqKQ,0.535,0.752,0.505,2.55e-06,0.104,-7.621,0.253,91.97,0.419,82
1443,41CgzGD7xlgnJe14R4cqkL,0.771,0.426,0.408,7.88e-06,0.394,-9.419,0.0524,76.309,0.528,72
1444,05fmLn8tNYb3ijIH2jCLPb,0.763,0.433,0.554,0.0,0.0903,-5.629,0.165,140.235,0.546,61
1445,2wCVpdNSHjqIn2en8jAnF0,0.644,0.701,0.241,0.000171,0.149,-8.388,0.0515,107.969,0.132,53
1446,0EAzlhtMYxRb6wbi6KnPjC,0.421,0.38,0.553,2.63e-06,0.0788,-6.621,0.0653,179.629,0.384,61
1447,7FLQuyyCaIrBRqNt5l83U4,0.449,0.44,0.469,0.0,0.169,-8.338,0.112,169.755,0.225,55
1448,3u5bTqHMM1P34ZkbwzdckV,0.911,0.614,0.126,0.0,0.148,-9.403,0.0376,119.945,0.351,64
1449,3JJYIoJ5FyY9E0DGjr7SXF,0.175,0.696,0.693,0.0,0.122,-4.64,0.044,126.025,0.601,59
1450,6Dno7FrbG6vnTm9KfjFwf6,0.119,0.435,0.473,1.17e-06,0.142,-8.235,0.0415,123.519,0.327,51
1451,6mDoM5FGbr1Or5nY9pTnLy,0.443,0.635,0.496,0.0,0.121,-7.301,0.0936,121.696,0.373,46
1452,732Sqj2piYPhdMPENP4axz,0.302,0.745,0.481,3.67e-06,0.0808,-8.291,0.054,137.001,0.229,55
1453,4nxMHRNNfrOZWg8NAKXnV8,0.354,0.644,0.688,2.57e-06,0.0741,-4.407,0.108,94.938,0.616,52
1454,2zXRAZvUb2B5PzJGwCtFe0,0.0449,0.709,0.562,0.0,0.217,-4.864,0.0724,125.965,0.386,61
1455,373q2bp4ZvyJ9kFZcpJSMs,0.728,0.32,0.393,0.0,0.341,-8.08,0.039,136.746,0.193,60
1456,5WAD7GRAHPQUy9Il1hM7wL,0.195,0.652,0.737,0.0,0.224,-5.046,0.035,114.007,0.274,53
1457,4G4gtvlaFaI6v6wWD8UvqL,0.273,0.604,0.507,2.27e-06,0.0943,-7.928,0.0382,91.984,0.114,57
1458,4fFfyouye6vrX9o9z4PVMu,0.693,0.47,0.221,0.0,0.104,-9.243,0.0371,133.714,0.264,73
1459,6WFSCIHYfIaV1Apxhl1ES8,0.901,0.586,0.17,0.0,0.204,-8.012,0.0776,79.953,0.395,42
1460,7LR2nZOAmgApHf2q3m1WW0,0.0067,0.607,0.717,0.00132,0.256,-5.771,0.0634,125.956,0.376,43
1461,7GQrJ7m97MGjyQattLABVP,0.031,0.625,0.646,2.15e-05,0.241,-5.862,0.0359,91.946,0.118,38
1462,6jaOiA2rAJbOTELqVbm8j0,0.0446,0.615,0.743,0.00306,0.301,-7.678,0.0531,149.943,0.671,32
1463,6fnIitWMKHnRnMLxSb0MYW,0.0524,0.61,0.579,2.3e-06,0.0829,-8.184,0.0662,98.02,0.203,53
1464,1xUC35eJ5OCheFOR0Wvhbb,0.351,0.602,0.778,0.00533,0.0929,-4.974,0.122,104.79,0.636,39
1465,4fez9Q1CdSSdLrsVBuxAGu,0.0787,0.734,0.698,0.00994,0.0675,-6.299,0.0274,120.028,0.634,44
1466,0NRkAGL5xveaAIYbbf2gIG,0.834,0.384,0.375,0.0,0.287,-6.626,0.0327,89.464,0.408,47
1467,2kCw2mBWJEUqrU16t9aw2o,0.157,0.592,0.688,0.0,0.108,-3.434,0.047,104.075,0.351,44
1468,37c57m8MqCXznnq9Psy70l,0.0492,0.57,0.567,9.64e-06,0.233,-6.733,0.133,100.035,0.361,33
1469,2bJ79bmMcbyMrhhJq5FIBf,0.167,0.681,0.917,2.63e-05,0.337,-3.214,0.0324,105.0,0.48,34
1470,0pyZvc5qPA8Zm0VHmB7pag,0.642,0.657,0.422,0.0,0.137,-10.022,0.248,106.01,0.617,32
1471,1al6XBqWFTLkT6SfyKR481,0.0174,0.431,0.59,0.0,0.251,-6.053,0.0637,179.784,0.283,29
1472,5xgZy6Sg6TwlVGyardvT4s,0.0818,0.677,0.739,4.07e-05,0.0911,-5.304,0.0446,98.03,0.159,33
1476,3ZCBSFcZSRM9Z48ew28Zrf,0.207,0.841,0.479,1.16e-05,0.122,-5.837,0.0376,112.968,0.454,63
1478,1z1ztKUrDr09ZSMDnN3QIG,0.277,0.783,0.695,1.6e-05,0.0672,-6.686,0.0481,101.969,0.723,54
1489,4mt7C6wYeTUWDDk7xKym9w,0.44,0.71,0.808,0.000773,0.0734,-6.703,0.0433,99.989,0.392,63
1490,4QnC1bIaMSfDQvF4XDhV5M,0.218,0.811,0.512,0.0262,0.0768,-6.381,0.17,92.046,0.346,56
1507,7HMmFQsKsljwTw8bS7lu19,0.208,0.838,0.545,8.01e-05,0.103,-6.713,0.0706,114.998,0.631,64
1508,5sK3o66yupTNIK6gWgzGjf,0.0447,0.784,0.552,0.0,0.192,-7.261,0.0871,111.984,0.465,53
1509,7eOkHIcaoUhngxxypM5Ajr,0.114,0.753,0.564,0.0273,0.359,-7.908,0.252,77.342,0.55,64
1510,4l0Mvzj72xxOpRrp6h8nHi,0.556,0.488,0.343,0.0,0.21,-8.985,0.0436,102.819,0.0978,79
1511,11Ey4yJVeWEsA73KjACkVY,0.565,0.873,0.51,3.13e-06,0.0738,-5.35,0.0661,110.953,0.871,53
1512,11OwAR3GlBj9E35Cznf7Lj,0.132,0.695,0.573,0.000137,0.156,-8.882,0.167,100.031,0.38,54
1513,63mdJr3NMY3wReOkNE6c6W,0.0881,0.695,0.62,5.43e-05,0.111,-8.082,0.0521,150.032,0.62,56
1514,0uFForNKQPvgSCnxlZIhQy,0.249,0.826,0.571,1.66e-05,0.215,-9.263,0.0426,121.06,0.475,49
1515,2C0hTkdEoikhKzDCJl32QZ,0.764,0.724,0.415,2.51e-06,0.103,-8.408,0.0518,89.999,0.328,54
1516,59iGOjPSOcPLGl3vqEStUp,0.484,0.691,0.446,0.00495,0.183,-10.304,0.0472,93.03,0.534,47
1517,64kfyGcf5dvbw92Vv4THCj,0.076,0.863,0.419,4.92e-05,0.151,-10.144,0.437,113.866,0.523,45
1518,4OtHGdb0KqEbaWb6edUnR9,0.3,0.855,0.294,9.22e-05,0.091,-8.676,0.286,139.745,0.842,49
1519,4bb94wZVF1cX66vQjNeJTX,0.109,0.583,0.777,0.000509,0.108,-6.991,0.185,190.054,0.31,50
1549,3JbtFCWuXlYuMBO2izAoFP,0.159,0.666,0.486,1.82e-05,0.214,-8.854,0.0761,89.019,0.343,6
1566,5NB5uPFcHGmwfluq9Sqn3j,0.128,0.684,0.732,0.0,0.184,-4.966,0.0862,124.888,0.527,44
1567,7KxhSJOYiqCDclXDBNlFSZ,0.00795,0.757,0.884,5.87e-05,0.0973,-5.488,0.0404,120.012,0.398,64
1568,3CJvmtWw2bJsudbAC5uCQk,0.0147,0.811,0.499,2.44e-06,0.342,-7.161,0.118,111.016,0.466,68
1569,6ZANrVuAMp2rpjhfbOuJly,0.0223,0.672,0.593,0.0,0.214,-4.01,0.0304,98.02,0.438,70
1570,3Fb4cttE912XgIeD25rXRn,0.171,0.573,0.741,0.0,0.104,-3.22,0.0788,92.021,0.526,55
1571,5xdVqHtFS0eLuNp4Z8Wbpa,0.181,0.607,0.673,0.0,0.069,-6.484,0.0611,88.952,0.215,67
1572,37IToWWYUc9nuH3ijz4tqV,0.623,0.375,0.408,0.0,0.123,-7.163,0.0331,126.712,0.165,45
1573,4a32Q7bRtWDGSEMbyWKIlj,0.00315,0.711,0.736,0.000637,0.0731,-5.959,0.104,106.01,0.717,52
1574,3gBxsj1226b38ZxdvsTyd1,0.0207,0.684,0.867,0.00355,0.0733,-5.26,0.053,109.972,0.245,42
1575,75rnLkvIeq8RZ8xjcFIvSG,0.189,0.74,0.974,0.0,0.0849,-3.585,0.0903,120.041,0.766,41
1576,4RUqWWMnkm0rZebrPikFWI,0.2,0.652,0.902,0.0,0.595,-4.209,0.119,166.926,0.496,40
1577,4i55R0S2I64mhS5biNbECZ,0.0152,0.629,0.947,0.0,0.0595,-3.982,0.156,122.019,0.347,52
1578,4OuMdUzh9Lz82ACgQUYBbU,0.307,0.575,0.453,0.0,0.0844,-6.824,0.0348,130.953,0.0679,47
1580,6I4vrOusONJw4cUXRFyDZn,0.0298,0.647,0.932,6.24e-06,0.536,-5.33,0.053,121.994,0.642,39
1581,4zvZj8TSRl3EeaeXzRl73k,0.0324,0.55,0.622,0.0,0.115,-4.718,0.0483,106.082,0.259,42
1609,5uwf9K6FyQFQb0DaBgBHGg,0.00506,0.676,0.65,0.0,0.36,-5.747,0.0526,129.029,0.673,6
1610,0ErkByEpfNh9o49wP3kXDF,0.0436,0.577,0.829,0.0,0.118,-3.646,0.0528,127.907,0.312,5
1611,0CPvVzU3YA4URepJdHtRp8,0.147,0.549,0.964,2.07e-06,0.278,-3.308,0.0464,160.017,0.853,2
1623,1TSXBNZCekaomsxMwlwI83,0.0737,0.613,0.86,0.0,0.172,-4.358,0.0485,130.007,0.462,6
1624,2xZyqPZdWLhdKl4AobRAhj,0.0712,0.597,0.657,0.0,0.255,-4.909,0.0701,127.071,0.537,10
1625,5YowZzB3pou7vgfWI0VSfa,0.00346,0.519,0.953,0.000685,0.148,-2.744,0.164,130.045,0.489,3
1626,345HZXxfL8S8HkVzytD1Pw,0.00494,0.642,0.839,0.0,0.534,-2.7,0.0455,106.969,0.419,48
1627,2OsEJFTfzfjG4oC92cuP2c,0.073,0.722,0.821,0.0,0.631,-3.856,0.165,127.944,0.721,64
1628,2MTMeQZLVI9yiZIXsCbzGi,0.00346,0.443,0.886,0.0,0.111,-3.802,0.0921,109.966,0.26,47
1629,6vftvAdsEAAJTGQrUmHnei,0.0736,0.705,0.903,0.0,0.185,-4.091,0.118,90.001,0.935,43
1630,6LoQHIo74tOzQ8EsLEkhgF,0.0101,0.546,0.787,0.00021,0.0809,-4.1,0.0517,79.979,0.573,71
1631,7D39d96OheT62fgxoGaElz,0.178,0.507,0.959,2.22e-05,0.0746,-3.6,0.172,125.985,0.229,41
1632,594fJDaRhC2bcHilqoc8U4,0.00115,0.666,0.836,2.22e-05,0.132,-3.599,0.036,119.995,0.531,42
1633,5KzBPwPBbMKQwK9OFOwBtV,0.0131,0.894,0.597,0.00138,0.0969,-7.039,0.0524,128.031,0.665,41
1634,7xWZ6yrBuZF3E9iYnUNs3C,0.00415,0.629,0.755,1.11e-05,0.207,-4.759,0.0466,118.995,0.379,40
1635,3RrJTOClOgMAc9FQ7QDwv7,0.0148,0.633,0.683,0.00028,0.129,-6.61,0.119,128.0,0.734,47
1636,0OkJtCF6yQIdK11ge58uXD,0.0132,0.634,0.956,0.0,0.0978,-4.143,0.152,109.979,0.33,54
1637,3PVor2DGqdPBqGNcQX60fD,0.0737,0.613,0.86,0.0,0.172,-4.358,0.0485,130.007,0.462,39
1638,7qjWYlQwqMwgxJb2PbFXhU,0.0712,0.597,0.657,0.0,0.255,-4.909,0.0701,127.071,0.537,37
1664,3Os1431WclqyKxWqMzRESE,0.175,0.639,0.544,2.44e-05,0.14,-9.5,0.0383,118.158,0.179,54
1665,3eZYOQO4UzKrUDYDghtnFw,0.0251,0.698,0.708,0.0,0.124,-4.943,0.0454,115.036,0.322,65
1666,2sQH02O2HBCPJCztBrCWNa,0.211,0.659,0.662,0.0,0.228,-5.768,0.434,109.957,0.704,69
1667,6KIKaWKE9wV6mLjho3w61y,0.37,0.726,0.667,0.0,0.118,-5.956,0.0617,100.053,0.434,61
1668,63WsFFnQ8CL941iZBELYsX,0.317,0.734,0.475,1.41e-06,0.113,-7.77,0.0403,134.119,0.217,59
1688,3ko9jEHNt4O5fjKN65ULJp,0.801,0.499,0.462,0.0,0.0946,-5.308,0.0312,127.698,0.599,60
1689,6Im9k8u9iIzKMrmV7BWtlF,0.237,0.83,0.585,0.0,0.248,-6.476,0.094,109.978,0.485,80
1690,5GkQIP5mWPi4KZLLXeuFTT,0.0681,0.789,0.742,0.0,0.166,-5.664,0.0652,116.965,0.661,79
1691,7Dx9Z6Aon1qPS2N0rHSWTe,0.08,0.719,0.607,0.0,0.125,-5.156,0.165,128.006,0.464,69
1692,7E1jVNoWuemqUryI4FxsVD,0.519,0.411,0.522,0.0,0.398,-7.295,0.0981,88.332,0.382,64
1693,2IKJtXeR5UsaUjZB46fTOK,0.67,0.739,0.516,0.0,0.151,-7.154,0.0539,120.109,0.434,59
1694,14gkWVFMwdxBMyqBw1wmIg,0.0703,0.552,0.599,0.0,0.0986,-5.75,0.0404,161.884,0.0916,68
1695,6u7gmPOz7pzzaeR9xSBpsR,0.0815,0.686,0.526,7.75e-06,0.144,-6.842,0.0374,92.013,0.372,62
1696,0sci7ppTZFm4mjcH3nu8yO,0.0814,0.772,0.506,1.1e-05,0.182,-6.558,0.139,127.894,0.456,66
1697,1whfVLMKWqAX3uk97VXsNN,0.186,0.688,0.455,0.0,0.0794,-8.632,0.199,87.865,0.557,59
1698,6NYtLvyThMT0oALFdJFdzq,0.0686,0.688,0.573,0.0,0.0749,-5.03,0.208,110.034,0.553,60
1699,35mvY5S1H3J2QZyna3TFe0,0.468,0.737,0.802,0.0,0.0931,-4.771,0.0878,144.015,0.682,84
1700,0q85C1JiECyYIQthz1posA,0.0967,0.624,0.672,0.0,0.155,-5.334,0.106,159.852,0.26,61
1701,3UoULw70kMsiVXxW0L3A33,0.36,0.487,0.534,0.0,0.1,-5.664,0.0555,131.798,0.173,76
1716,5SyCD1ic378B4rYWhDmuvo,0.884,0.239,0.408,0.0318,0.68,-13.623,0.06,72.138,0.161,46
1717,67kQ3UW7saqCFqB54BVKKI,0.158,0.498,0.836,6.59e-06,0.971,-5.224,0.0669,144.882,0.279,50
1718,12s87E3EVHMYZQyr9mXsUi,0.0392,0.674,0.816,1.56e-05,0.342,-4.387,0.0416,137.976,0.501,47
1719,56feSEETtLwNjY5Xz8XbKI,0.0162,0.593,0.737,1.55e-05,0.975,-5.102,0.0475,84.87,0.238,47
1720,2I2HYr4FLb6LPfdgcKxK2J,0.321,0.705,0.554,9.26e-06,0.978,-9.628,0.0551,80.042,0.611,45
1721,4OR2KU2qCnREBsSwwJ4PBn,0.155,0.713,0.707,2.12e-06,0.956,-5.947,0.0403,112.929,0.366,46
1722,1Bvxlmt3CtZTyls2IJQ38T,0.158,0.655,0.7,1.25e-06,0.877,-4.242,0.0789,119.835,0.529,45
1723,7bfnkOya2SV8LLTsYmRQJR,0.0879,0.758,0.883,3.54e-05,0.24,-3.989,0.0608,114.021,0.736,44
1724,1FYLqciy2MckeKgTvOCawO,0.0251,0.515,0.865,5.59e-05,0.971,-4.065,0.161,158.053,0.372,46
1725,6va6SjWz457IOZidBppAhz,0.226,0.443,0.739,0.000378,0.961,-6.509,0.209,139.829,0.146,47
1726,6Q4JJnjX00q8O10OliHhjS,0.196,0.448,0.71,0.0,0.638,-5.095,0.0578,104.024,0.273,45
1727,1edP751qQSUaA1vo7Hva3w,0.0454,0.322,0.874,2.27e-06,0.945,-2.893,0.2,98.089,0.171,48
1728,1IVnvJN9oC3pDYv9qpAnj7,0.699,0.317,0.474,0.0,0.945,-6.314,0.0661,76.592,0.318,46
1729,5BYts42mYfuullBbELoaEV,0.109,0.395,0.735,1.66e-06,0.353,-4.559,0.226,83.143,0.177,44
1730,1TCEZgYrPjc2G5sBYJciuq,0.145,0.717,0.768,4.3e-06,0.0741,-4.554,0.137,104.973,0.472,43
1731,7MjS7SoRzn8VXajFdV3t04,0.0407,0.613,0.802,0.0,0.92,-4.473,0.171,79.514,0.271,44
1732,6FmBKZxA3K1Ycr9spEeI15,0.0673,0.767,0.92,1.96e-06,0.375,-3.445,0.0997,104.9,0.598,44
1733,1qfOSlQohddqAOGl3f8snd,0.0501,0.743,0.85,0.0,0.942,-4.686,0.0595,98.026,0.657,44
1734,4jkikgyrlBMR4Fj3d1s4jT,0.207,0.648,0.621,2.73e-05,0.918,-5.831,0.179,76.002,0.371,44
1735,6dB14UPKgEDLTp38BIKk6N,0.257,0.358,0.639,0.0,0.964,-4.938,0.0382,103.289,0.314,47
1736,5qmcKqCKRb4EFwRTsndXNe,0.273,0.615,0.945,0.0,0.962,-5.607,0.259,101.502,0.45,44
1737,0ao5xnzWNAt0dZFF6v4Sct,0.158,0.603,0.611,0.0,0.944,-4.177,0.0322,111.02,0.158,45
1738,5XkiYqfFAXsXG4V2mGZET8,0.333,0.639,0.625,0.0,0.398,-4.932,0.0509,100.015,0.482,42
1739,58T204WTLWAs34lOvheS28,0.0421,0.673,0.783,0.238,0.352,-6.997,0.0521,136.822,0.324,42
1740,2Hk1xo2ZrysHtBQMmZvg8U,0.0419,0.239,0.676,6.98e-06,0.551,-4.868,0.0613,73.373,0.198,47
1741,0mQVABspENyHvpVqRpnkxJ,0.00339,0.762,0.882,0.000326,0.277,-3.814,0.072,99.044,0.597,43
1742,6rvHjRpnRhzQVeu8I5CqHp,0.073,0.59,0.871,0.000128,0.364,-3.665,0.113,109.869,0.234,44
1743,3HUJw4KvL5baIwuh0wWPoh,0.136,0.479,0.591,1.16e-06,0.463,-9.129,0.0508,102.174,0.551,43
1744,5H7d8isXFW779pCK7lo4KT,0.086,0.407,0.826,1.21e-06,0.979,-3.443,0.0926,133.942,0.277,46
1745,1LD1TFK08cFUBPmhi3FRAA,0.00926,0.626,0.769,0.00097,0.95,-3.512,0.0513,130.044,0.255,45
1746,32VSdGCv8wkAjUkVha9YBf,0.467,0.652,0.791,1.45e-06,0.967,-4.623,0.0655,121.922,0.383,46
1747,6AZaeRAPYnf5nKwV7HpSlQ,0.027,0.43,0.811,0.0034,0.95,-5.511,0.101,107.036,0.223,43
1748,39LmTF9RgyakzSYX8txrow,0.378,0.729,0.475,0.0,0.12,-4.985,0.0364,62.52,0.371,68
1749,1TEL6MlSSVLSdhOSddidlJ,0.78,0.647,0.309,7.41e-06,0.202,-7.948,0.0366,87.045,0.195,71
1750,4uTvPEr01pjTbZgl7jcKBD,0.451,0.747,0.458,0.0,0.252,-6.891,0.303,75.029,0.47,66
1751,2hloaUoRonYssMuqLCBLTX,0.0815,0.758,0.665,0.000157,0.216,-5.188,0.0774,151.976,0.643,69
1752,3wFLWP0FcIqHK1wb1CPthQ,0.329,0.45,0.619,0.0,0.319,-7.412,0.372,83.3,0.427,65
1753,5Il6Oe7lr5XM7A0cWbVQtr,0.0268,0.847,0.579,0.0545,0.102,-5.314,0.0719,137.998,0.569,67
1754,27356GVuMPFWiJSZCragoM,0.0844,0.671,0.714,1.48e-06,0.0568,-5.373,0.21,105.137,0.477,63
1755,2vdBo4ALPYbHRUPKgtE5iC,0.418,0.287,0.364,1.8e-05,0.185,-8.295,0.0306,103.777,0.11,66
1756,4T652DlATVHe0jdLKaN3Bw,0.173,0.662,0.6,0.000137,0.109,-6.402,0.0703,134.979,0.331,70
1757,6ocbgoVGwYJhOv1GgI9NsF,0.592,0.778,0.317,0.0,0.0881,-10.732,0.334,140.048,0.327,83
1758,3e9HZxeyfWwjeyPAMmWSSQ,0.229,0.717,0.653,0.0,0.101,-5.634,0.0658,106.966,0.412,82
1759,4kV4N9D1iKVxx1KLvtTpjS,0.0421,0.726,0.554,0.0,0.106,-5.29,0.0917,169.999,0.335,77
1760,0v2LUO8oTHnkjQ8MmKuXyk,0.942,0.336,0.231,0.0,0.188,-6.217,0.0497,168.685,0.429,62
1761,4mLkiFppf8Xvem6BSY34qw,0.0793,0.795,0.759,0.0,0.0805,-6.348,0.0528,110.021,0.855,55
1762,0sdbFOyfgAhAhWq8DpzkaW,0.0122,0.877,0.547,1.51e-05,0.028,-5.705,0.18,99.034,0.687,60
1763,1xWH8zYtDeS9mW1JJG23VZ,0.375,0.831,0.485,1.47e-05,0.118,-6.677,0.15,80.022,0.622,65
1764,5OCJzvD7sykQEKHH7qAC3C,0.0233,0.602,0.658,6e-05,0.237,-5.934,0.0558,145.031,0.268,79
1765,70khXICDeTTxgYtw3EysKH,0.248,0.721,0.459,0.0,0.212,-6.408,0.032,119.914,0.46,65
1766,5YeHLHDdQ4nKHk81XFWhCU,0.107,0.847,0.603,7.4e-06,0.106,-4.607,0.0397,114.045,0.735,65
1767,0WdR2AyLW1Drd3OUdwezM0,0.186,0.71,0.614,0.0,0.0974,-6.757,0.0431,148.152,0.658,70
1768,4OafepJy2teCjYJbvFE60J,0.0211,0.568,0.656,1.37e-05,0.213,-5.413,0.0433,100.049,0.364,71
1769,2qT1uLXPVPzGgFOx4jtEuo,0.04,0.699,0.713,3.11e-06,0.294,-5.507,0.0594,121.993,0.354,77
1770,4b7mLZQWsy0rLnrMtPA9fQ,0.058,0.761,0.818,0.0,0.11,-5.238,0.0978,110.99,0.348,58
1771,3NbTQ8ZbHU6MSEVUFAVCJ9,0.216,0.597,0.524,0.0,0.112,-7.247,0.0537,92.568,0.0549,64
1772,14kYOiFVPb7E7NfFbqhdln,0.0217,0.708,0.454,0.0,0.073,-7.07,0.0395,110.963,0.24,69
1773,0XOnMqLQDO89iAg7dWWwnG,0.43,0.652,0.31,1.16e-05,0.182,-10.212,0.0509,119.913,0.304,60
1774,7u6DMPznGbpziuEgCE0JGQ,0.657,0.604,0.449,0.0,0.0932,-6.564,0.0353,100.355,0.528,60
1803,2E5R3USq1SSOFDnl4SHe1Z,0.125,0.647,0.321,0.0,0.328,-8.325,0.0337,128.068,0.379,13
1804,1gCC4V2iW0juUv4jaDABsp,0.479,0.717,0.399,0.0,0.222,-11.225,0.0925,90.003,0.63,13
1805,09VVVW2VxsmXE5Pyo3T0ah,0.189,0.323,0.281,1.14e-05,0.134,-7.829,0.0316,120.425,0.313,11
1806,73pH60xHd2S87oNIlgztNY,0.0768,0.519,0.367,2.05e-06,0.1,-7.355,0.0343,101.825,0.233,14
1807,0zrQwV4XbcwZ2bS9r7F944,0.925,0.524,0.216,0.0,0.234,-10.2,0.0863,73.853,0.784,17
1808,5Pso8npzaYW2lrt75Tgtmg,0.0928,0.63,0.706,0.0,0.254,-5.422,0.0567,119.942,0.0383,13
1811,1MkFj1ThZZxjYMNkczx9mk,0.169,0.813,0.456,2.86e-06,0.105,-7.667,0.0684,108.801,0.587,61
1816,4Xg2NUXyF7cgvwSOs6PiSa,0.599,0.445,0.446,2.21e-05,0.339,-7.468,0.0312,90.927,0.389,55
1818,7IqSduDsieo2epoqA97NxC,0.0907,0.397,0.666,0.0,0.344,-5.383,0.248,77.915,0.568,54
1820,76RIfPBraSmXWC9LryUztF,0.0146,0.698,0.645,0.0,0.269,-5.368,0.0416,131.948,0.788,54
1821,7rlKlsYacU3PFLGD7ca1HL,0.0303,0.536,0.694,0.0,0.183,-4.369,0.0332,100.906,0.291,57
1822,1ywoy5kdf2LsG2019ClGjm,0.235,0.484,0.381,3.6e-06,0.0998,-6.705,0.0711,106.65,0.372,55
1824,3K1y89UHuAEZbpiSPbtAae,0.0874,0.662,0.877,0.0,0.273,-4.185,0.112,110.905,0.545,63
1825,0kngSEayfCOjR8w83R7vAT,0.45,0.65,0.655,3.13e-05,0.073,-4.307,0.0631,105.95,0.562,47
1841,4r4V1wYecTxSAAXV11cFPD,0.266,0.672,0.876,0.0,0.444,-6.036,0.244,100.018,0.79,34
1896,5A7CwBNDUhvLWuSU5oJEh3,0.417,0.626,0.412,3.55e-06,0.048,-7.339,0.0292,102.169,0.209,62
1897,3nef5W8jTkXrOKgCu4kmq7,0.0529,0.662,0.602,0.0,0.356,-5.369,0.0401,133.969,0.29,73
1899,76FZM38RC8XaAjJ77CVTNe,0.0162,0.623,0.734,1.9e-06,0.145,-5.95,0.107,107.853,0.372,74
1900,44ONERBHALxftQNWq6dmyd,0.0513,0.65,0.736,0.0,0.235,-5.84,0.229,159.174,0.612,74
1901,59NC8SuXPiSaiYL69XQ4dt,0.0295,0.528,0.435,0.0,0.243,-8.363,0.129,102.704,0.0781,68
1902,7aLT0tLcS40Penaplqu2cZ,0.0323,0.62,0.705,0.0,0.092,-5.335,0.0989,109.974,0.844,66
1904,30TmLgK0ja5O8q9l4BShIX,0.0152,0.637,0.733,0.0,0.162,-4.387,0.0553,131.005,0.432,65
1910,1UujO43qVZnWObydH4MLT5,0.0149,0.507,0.697,0.000887,0.122,-6.021,0.0616,102.983,0.401,57
1929,2ozJsBoBeVz4k3FvO5Lsd1,0.00698,0.832,0.577,0.648,0.261,-6.452,0.0613,128.021,0.0392,7
1930,2999HI47b2JZcvZJe4u4H4,0.0181,0.691,0.897,3.4e-05,0.202,-3.239,0.0364,132.038,0.66,9
1931,6tLkvHlWtQjQReJeEE2zZ1,0.0876,0.68,0.927,0.000891,0.207,-3.608,0.0512,130.026,0.84,6
1932,6uQ2N1OF6jjPBD4EcVLMmU,0.00209,0.684,0.823,0.000855,0.362,-4.674,0.0384,124.954,0.585,7
1933,1PXRdIwo29TUHlR3XjUGgv,0.00902,0.637,0.758,0.00091,0.12,-8.546,0.0299,124.026,0.438,7
1934,04R0Qrg37pStX7AtGsn6Jn,0.0465,0.517,0.924,0.0384,0.318,-3.448,0.135,119.828,0.741,11
1935,1pqkTy6VMONEyzbfooVkfB,0.0131,0.62,0.92,0.0171,0.354,-3.625,0.216,102.996,0.566,12
1936,76hQ50MLFsOQ9q6iKtPd3m,0.0127,0.739,0.812,0.000935,0.0573,-5.12,0.0533,103.034,0.568,20
1937,2aHQKWnf7PHNuX2ZxcuAw9,0.00144,0.702,0.72,0.00189,0.0955,-5.655,0.0401,129.985,0.21,20
1938,3e4hPBKNSJpiSCcgDaiuDI,0.00251,0.745,0.952,0.223,0.367,-4.347,0.0678,129.999,0.258,5
1939,7AcaQOmJXUwQ6ztNAmDPD1,0.0151,0.665,0.877,1.92e-06,0.425,-3.292,0.0433,127.972,0.383,6
1940,1YrJfQLuFCIsFJIlHaVHjA,0.003,0.86,0.931,0.00103,0.0463,-2.047,0.104,100.01,0.815,5
1941,2YCrGv4u5pWy6ea438bSU7,0.0795,0.694,0.501,0.429,0.209,-6.168,0.0619,124.947,0.523,5
1942,0Ww6AgiTbMi2hTSarFzZRi,0.000304,0.82,0.643,0.887,0.11,-9.347,0.0764,135.024,0.56,5
1944,1DfZFyeOTqcrveRLJD2psY,0.969,0.259,0.182,3.51e-05,0.339,-12.439,0.0388,171.476,0.0963,21
1945,5w048fMWMdqxT2UAyXXB1Z,0.0193,0.659,0.804,9.08e-06,0.161,-5.352,0.154,103.026,0.618,47
1946,50rGbTr2wrWnlIelPQxi87,0.0921,0.627,0.594,1.52e-06,0.096,-5.036,0.0323,125.023,0.106,51
1947,30RyEhFRhQwdU9uz9GpsIW,0.0499,0.267,0.664,0.0,0.15,-5.94,0.0635,159.804,0.313,31
1948,3rWbIR3rJIT0Rpu3iR9ZXg,0.00658,0.688,0.705,4.04e-05,0.204,-5.323,0.0456,129.949,0.293,47
1949,4YABCZrigzsmAazCkbnsmE,0.545,0.65,0.576,0.0,0.112,-6.894,0.449,143.987,0.23,34
1950,2Gl4i222fTI6qG8DQiAh9E,0.0734,0.622,0.581,8.03e-06,0.0824,-6.256,0.0354,145.092,0.417,28
1951,0ZrOMGpPyxmQDknWbfxPms,0.0114,0.726,0.604,0.0,0.0639,-5.673,0.0505,93.898,0.595,25
1952,3RknjKzaZkjBqIGEN1Q871,0.00974,0.483,0.714,0.0,0.0763,-4.389,0.0331,99.027,0.245,48
1953,25K9ZaVkBxqs3mIgqBfCyJ,0.691,0.44,0.324,0.0,0.0994,-5.959,0.028,77.93,0.159,33
1954,4jiJGgI9CcpHNbynBRvZtC,0.225,0.662,0.767,1.43e-06,0.324,-5.693,0.0379,97.973,0.374,24
