,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
464,4GbQrx3dxvAM0bQC2WZWms,0.196,0.344,0.872,2.24e-05,0.413,-3.43,0.0639,94.182,0.395,28
465,5vVyyb0t7HERUIq5tjqIg5,0.00847,0.457,0.937,1.7e-06,0.43,-3.774,0.067,131.007,0.423,27
466,4oZPT2hnige3dpyYttnmcV,0.00131,0.433,0.947,0.000111,0.834,-5.178,0.0795,143.002,0.367,27
467,4r8CEZMtp9iElxnw07AXHJ,0.827,0.613,0.385,0.0,0.0995,-7.262,0.0326,124.004,0.241,30
468,0E56lu4IOGOhygjIPC2r1r,0.867,0.598,0.273,0.0,0.137,-8.015,0.0341,160.118,0.347,34
469,5u0tZTbEUR43UZhwQyKsW4,0.868,0.298,0.242,0.0,0.0944,-11.849,0.0309,78.489,0.37,46
470,19F8SL0eDcQDfvJHMil00f,0.942,0.156,0.25,0.107,0.0623,-12.241,0.0357,143.774,0.199,31
486,59kTVUKhpcFw9zMLPSbFvH,0.0201,0.249,0.804,0.0,0.262,-3.233,0.0502,155.066,0.389,53
487,4cpvL9PzBnQjinE5wCo3By,0.0805,0.459,0.761,0.0,0.122,-6.31,0.0303,154.021,0.47,42
488,1S30kHvkkdMkcuCTGSgS41,0.0843,0.405,0.689,0.0,0.207,-5.75,0.0365,155.189,0.397,63
489,3vl6Lv6TZO429Z2bBwCiZk,0.0968,0.581,0.837,0.0,0.164,-4.769,0.0403,114.257,0.696,43
490,1ac22sFSlj3iaQV2qAsFkK,0.0851,0.51,0.67,0.0,0.162,-7.519,0.0343,124.144,0.265,43
491,2d1D1E8M48hHE99u6BO8RN,0.103,0.536,0.796,0.0,0.177,-6.32,0.0333,95.98,0.397,51
492,4E1R0vG10ed0wDhjn09kTG,0.975,0.393,0.482,5.8e-05,0.365,-12.535,0.367,99.731,0.541,44
493,49SL9f1Kz73p0bzsNPTY4l,0.0643,0.47,0.474,0.0,0.0645,-9.406,0.0262,170.173,0.241,54
494,7v1b3qExlTFrpFWrtcnUpE,0.0618,0.432,0.656,6.01e-05,0.391,-6.889,0.0419,130.276,0.171,51
495,3AYlkW7zXQWjaIlSjkRHES,0.0457,0.572,0.868,0.0,0.204,-5.811,0.058,128.142,0.491,43
496,7mUIArtwutOJoJ4rF3r0ZD,0.649,0.186,0.428,0.000145,0.0877,-8.791,0.032,163.975,0.273,42
497,6T2VGjZgDtJNC6t1yYYcOP,0.173,0.281,0.679,4.38e-06,0.0919,-7.564,0.0449,80.078,0.441,43
498,7bNQvH1gTydxfIetHX3WGC,0.182,0.569,0.721,0.0,0.104,-6.623,0.0453,108.198,0.751,41
499,673WCjn0SxKJD4qRKczaCk,0.505,0.425,0.451,0.0,0.136,-7.307,0.0293,157.25,0.324,47
500,2x8Ljij15QYLZMwYZWwiLH,0.56,0.574,0.563,9.39e-05,0.323,-8.543,0.0292,134.083,0.67,41
501,6BlNWpXnsONi1ieRt0Jzsh,0.0114,0.559,0.795,0.0,0.204,-5.974,0.0535,140.137,0.708,42
502,0JSnEZMwlEcq5eKiyZvy4F,0.849,0.463,0.157,0.856,0.0944,-23.485,0.493,130.334,0.526,43
503,4WdopfTdSd0nCLropjhsgH,0.0457,0.501,0.933,0.0,0.376,-3.476,0.198,170.13,0.708,58
504,0N90pptABhFyr1axONlIEB,0.0433,0.513,0.934,0.0,0.832,-3.347,0.163,169.907,0.591,52
505,5VHwEHR0IfvV4f7V7o0qnt,0.0131,0.6,0.946,0.0,0.296,-4.134,0.114,145.004,0.621,50
506,2hgkutEHVmJRg7drAJAFHi,0.0177,0.538,0.913,0.0,0.115,-3.493,0.138,156.076,0.409,53
507,4C2i4NymWRem1LOVEqwWV6,0.0135,0.425,0.97,0.0,0.291,-2.512,0.163,170.19,0.431,52
508,5eB7w8UZJKjL5XmnC6Pctg,0.106,0.66,0.8,0.0,0.154,-4.644,0.0992,125.966,0.476,63
509,51iSSDPQFolRBhtS9rAbeg,0.715,0.296,0.565,0.088,0.8,-10.935,0.0522,77.984,0.2,43
510,2ZqTtndqAZDRAWw2vgZwQK,0.0617,0.467,0.848,0.0,0.29,-3.063,0.0716,170.038,0.674,58
511,4bPQs0PHn4xbipzdPfn6du,0.0807,0.569,0.83,0.0,0.114,-4.106,0.14,170.094,0.609,73
512,3obggbhnOjjnytaGM1hpDR,0.139,0.629,0.817,0.0,0.135,-5.56,0.0696,167.002,0.653,50
513,4xSVkbqCz1xaevkjP8xXL5,0.227,0.427,0.737,0.0,0.376,-4.124,0.0474,116.98,0.653,58
514,4rstj4vgkFq49R2VV0fbxX,0.136,0.418,0.828,0.0,0.336,-4.132,0.0475,124.783,0.448,60
541,7HlzIJ8I7tJilMgT90mGQK,0.00248,0.476,0.79,0.0609,0.14,-5.435,0.0379,124.051,0.54,21
542,3dBFZ9vADIjRXhzMJMOKWk,0.461,0.507,0.558,0.00257,0.123,-5.675,0.0275,83.5,0.443,18
543,0fC0IEFPXWShlWIu5fEdHb,0.548,0.617,0.535,0.00348,0.107,-7.055,0.0244,97.981,0.187,18
544,7M28PxLdPdoPpIS94laX9Z,0.141,0.5,0.761,0.000562,0.188,-5.192,0.0382,129.942,0.639,17
545,3gYs1zYhSpke9KUfJS4unl,0.837,0.598,0.326,0.107,0.099,-8.129,0.0308,125.671,0.182,24
546,70HtAbnqc03H6c2TQL7dHB,0.149,0.501,0.413,0.0336,0.0948,-8.538,0.0298,138.036,0.22,15
547,6WCQlpGxTLFFrUW8sVokUK,0.858,0.512,0.485,0.0,0.123,-6.322,0.0323,116.501,0.808,20
548,01kdnx8hyrys1jHLygSV82,0.433,0.622,0.533,0.00123,0.17,-6.035,0.0304,100.012,0.636,14
549,2GceR6BEm9E9NibUhf01t7,0.347,0.579,0.383,2.86e-05,0.11,-8.138,0.0271,98.913,0.339,14
550,4QK3jKiMn1l6yXn8557j5P,0.00379,0.603,0.684,0.289,0.0913,-6.018,0.0272,120.032,0.669,14
551,6yx81kbszMIXUdo8DWXiOr,0.386,0.417,0.409,0.249,0.103,-7.892,0.0268,91.076,0.163,13
563,4IlW2YGqsaAfhTiSKHnWqF,0.127,0.519,0.656,1.5e-06,0.857,-6.942,0.0369,201.63,0.819,19
564,1MFuDWPNldoMG0pUwGKzjZ,0.283,0.689,0.715,0.00183,0.275,-6.779,0.0284,122.927,0.625,17
565,7JsoQCCybQirTn26wANXx5,0.564,0.667,0.632,7.8e-06,0.677,-7.322,0.0291,135.058,0.703,14
566,0WGSf4JIBvXNOBR94pEH0G,0.605,0.509,0.598,0.158,0.0997,-7.537,0.0276,88.012,0.277,44
567,4mv7JDMxSbLykdPmJiWwlR,0.012,0.485,0.775,0.244,0.115,-5.225,0.0288,137.937,0.78,38
568,25OnNQJNBJgGDxmi4AUN6F,0.35,0.447,0.473,1.52e-05,0.101,-8.099,0.0252,89.158,0.435,35
569,34rlsqUJscdfMfqoQ7dTwo,0.0119,0.594,0.833,0.0,0.315,-5.559,0.0337,118.512,0.592,36
570,4nreADGJwLw5TLu9362zNT,0.015,0.55,0.837,0.000681,0.197,-5.607,0.0371,109.991,0.743,36
571,1YcKbVk8MnIRZ6wcZjVqjH,0.81,0.44,0.369,2.76e-06,0.116,-8.137,0.0295,113.409,0.161,25
572,17BbthWRrVc1kukJua4uh5,0.15,0.494,0.696,0.0068,0.101,-7.071,0.0316,177.049,0.603,56
573,5vlYmG9aEOVjKn3YDeYYcb,0.223,0.518,0.489,0.0063,0.144,-7.599,0.0272,143.848,0.196,36
574,7Fzs6h52PxmVuBmNQeKq2l,0.113,0.599,0.937,0.0347,0.153,-5.317,0.0337,145.991,0.796,37
575,5QKZlkaSOqZM07tcrQ3cU9,0.177,0.525,0.684,0.00282,0.114,-5.605,0.0278,94.998,0.369,27
576,6lgkCQih1myunB65O4QU5U,0.542,0.608,0.541,1e-05,0.106,-5.688,0.0253,93.545,0.608,38
577,1FvgPz2NyoHRf9z9TwYYOV,0.856,0.529,0.251,0.0,0.083,-11.073,0.0944,131.953,0.319,23
590,7a3vvXVbj041TiURsypQqo,0.678,0.553,0.283,0.0,0.133,-9.094,0.0252,81.874,0.379,0
591,6zmEGMa03Fp4Bdxn5z1F8l,0.544,0.513,0.386,0.0,0.344,-8.018,0.0253,82.568,0.453,1
592,3S0dPaZYCax8OnwTFEoEPw,0.238,0.53,0.704,0.000166,0.0963,-6.125,0.03,91.963,0.279,47
593,3UdSwtPZFPnxEpCNbWiMaL,0.432,0.54,0.471,6.02e-06,0.261,-5.888,0.0261,104.869,0.491,33
594,54Ovjo7M8BD6BHM3ghODI8,0.728,0.647,0.192,0.0,0.114,-9.874,0.0299,88.31,0.341,38
595,5G0q9DjioqqgxIY54QngYJ,0.0208,0.618,0.789,0.000328,0.0989,-6.284,0.0278,99.978,0.637,44
596,0x1BZjxlyqVK80lWoXiVcW,0.798,0.446,0.393,1.41e-05,0.094,-7.708,0.0265,81.111,0.38,37
597,6bbCmkbeIFlq3ZWHXz3MyR,0.343,0.499,0.473,0.000346,0.312,-7.057,0.0263,80.965,0.348,40
598,3YmznXHaBDA0CrH9UFGOhW,0.869,0.33,0.234,0.0,0.0983,-9.771,0.0305,175.539,0.239,39
599,3kInPmrA3yBZ6VlmuHAB6W,0.915,0.35,0.191,0.0,0.688,-9.615,0.03,148.939,0.51,30
600,3dfvMS6YVRqsms7JnMD6Ia,0.0321,0.432,0.683,0.0789,0.112,-5.51,0.0305,153.798,0.307,42
601,4DiguinYnvczTZyJmf5TEZ,0.486,0.441,0.69,6.71e-06,0.692,-6.921,0.0583,167.922,0.321,33
602,2IcbF2PTKmlyibAr0fkdva,0.921,0.514,0.0749,0.0,0.188,-14.696,0.0439,72.727,0.369,33
603,4qxyFAM8gwoJEIrtuHdC5E,0.197,0.338,0.845,2.98e-06,0.911,-6.406,0.0423,75.078,0.576,34
604,0MVWxE7RIYMDt8JPC2vLNF,0.14,0.795,0.886,0.00113,0.0832,-5.669,0.0382,116.978,0.965,34
605,3g5IVCUGoWESgJ7mb2kXmM,0.142,0.582,0.924,0.147,0.652,-5.457,0.0421,89.955,0.83,38
606,5C6uh95eAL0RBTSGXKQwvk,0.304,0.502,0.792,0.0385,0.143,-5.473,0.0335,155.902,0.44,63
607,0rO0JuXKp2N46YIQb3mcvv,0.0527,0.479,0.735,0.0141,0.362,-5.607,0.0315,83.521,0.482,34
608,01DbOUlA8tfhNiXQfseZ8c,0.0555,0.468,0.712,2.47e-05,0.1,-5.559,0.0305,145.902,0.297,36
609,3tXZIYY3bPOEqobVhBMesl,0.223,0.54,0.854,0.000178,0.0952,-4.561,0.0299,82.808,0.642,29
610,5z5RJbZqDRYOgaMU6RetVk,0.128,0.536,0.656,0.00206,0.133,-7.008,0.0278,77.027,0.283,38
611,2OelwYeIjHdcCwEI6KWidw,0.0294,0.609,0.664,0.073,0.3,-6.907,0.0267,109.021,0.268,26
612,2F9QTlsXl3qubwUl6ThDSD,0.0148,0.513,0.947,0.0737,0.126,-4.454,0.0401,98.969,0.603,35
613,5CdOqNxkQ7054Rp86f5OWi,0.0794,0.634,0.679,0.000125,0.116,-5.922,0.0282,109.005,0.377,51
614,3sfJWJGS5SPnHn731ueoRi,0.227,0.563,0.528,0.0,0.172,-7.566,0.0279,123.03,0.636,27
620,7M3E4w0Rb9nIl7H9WsHOKI,0.204,0.538,0.864,0.000168,0.0909,-4.499,0.0301,82.798,0.603,5
621,1YPOk0AWspViN1hU4XuSyo,0.142,0.536,0.65,0.0027,0.118,-6.989,0.0277,77.021,0.304,8
626,71zpOJq82bGmajfphCPUSg,0.214,0.527,0.803,0.000122,0.748,-5.756,0.0399,170.124,0.76,1
627,5VD1hcVdVOds9REsCnuTo1,0.0775,0.45,0.921,0.000297,0.938,-5.795,0.0765,174.865,0.846,2
628,38ySVdGtVQDaSZabPGWcDt,0.0502,0.531,0.697,0.000211,0.929,-5.968,0.0305,165.992,0.638,1
629,45yeKoHT5q9IiPUJVQ8byK,0.678,0.578,0.557,0.0,0.851,-7.041,0.0294,177.065,0.696,1
631,4FvZiNhywT85GgeS5JSlwr,0.3,0.422,0.83,0.000141,0.958,-8.266,0.179,169.912,0.51,1
632,1qu4Abu9mQAHcxwC8ziUiQ,0.359,0.569,0.571,1.57e-06,0.837,-6.173,0.0265,131.041,0.221,1
634,6qmuLkdiI0VjYtrlUe8AFZ,0.644,0.559,0.489,7.95e-05,0.882,-8.266,0.0312,123.504,0.288,1
636,3msOuJFjj0MAroctDdODCA,0.699,0.774,0.482,0.000319,0.811,-9.258,0.0325,128.03,0.706,1
637,40nqIYY57Y5mtqNMpviehi,0.232,0.603,0.765,1.99e-06,0.715,-6.491,0.043,122.065,0.501,1
638,55xCDZ9CgWN5jN7rr3iJej,0.93,0.721,0.157,0.0,0.142,-18.822,0.918,121.291,0.62,6
640,098NQd6x32MeKQGILodzzH,0.919,0.755,0.111,0.0,0.242,-20.735,0.846,113.08,0.633,6
642,2d3BpEgVmbpP04Z6fvEnDH,0.917,0.75,0.182,0.0,0.175,-17.797,0.87,70.361,0.677,0
644,0g5fSZhhofKb6LuLGPOdiv,0.905,0.771,0.208,0.0,0.193,-16.889,0.922,104.788,0.795,5
646,5BVr3bS9jfSgi26EGGj9FL,0.966,0.766,0.219,6.64e-05,0.138,-19.599,0.924,87.583,0.743,6
648,2WhvrKHJ3Kf6YDKqBvBLPV,0.928,0.741,0.181,0.0,0.248,-18.295,0.904,81.834,0.689,5
650,4uYCylUHRqdlC7sf0SieUQ,0.886,0.65,0.164,0.0,0.219,-20.453,0.91,90.401,0.572,5
652,6i4CS2Nb3vzVBfQZ6MhEL1,0.914,0.624,0.164,0.0,0.333,-18.602,0.93,172.526,0.437,5
654,6XoMWE1DpEh0sOJVwnWvhb,0.938,0.713,0.157,0.0,0.157,-19.923,0.939,86.187,0.556,5
656,428wsd0rPr22AdVP3r5AbP,0.88,0.715,0.126,0.0,0.177,-21.089,0.871,87.892,0.777,5
658,07qCUMR3kJW3kChOc01xnb,0.958,0.713,0.168,0.0,0.188,-19.053,0.923,112.465,0.549,5
660,19Hq8Sorwm7Rim0Ii5NzOT,0.921,0.469,0.874,0.0,0.453,-10.986,0.595,98.602,0.308,18
661,7MqP1ainWXxLPt64RS5eRq,0.0506,0.518,0.966,0.00177,0.292,-5.191,0.115,174.077,0.396,26
662,2rg3yLJKN5Yl4JCHHkMgeC,0.0653,0.663,0.814,0.000252,0.0823,-4.987,0.0466,111.97,0.547,55
663,0StlD9CrKwIS41byzRWAao,0.104,0.491,0.829,0.076,0.0899,-6.218,0.0419,163.921,0.725,35
664,0iUh3Oja6uTPyAOUCCLl7r,0.211,0.614,0.797,0.124,0.0988,-6.068,0.0343,89.996,0.95,27
665,5u0GfZanqNtjFWx1iZq8gc,0.166,0.519,0.641,0.00165,0.129,-5.624,0.0281,99.982,0.419,23
666,7uZ1Q3XhcDDdPr6Wjn2JbY,0.198,0.525,0.737,1.96e-05,0.114,-4.253,0.0519,172.013,0.833,37
667,5hot2LA4VKND8CwnvLw2uu,0.0108,0.633,0.802,0.00389,0.092,-4.579,0.0344,119.941,0.607,38
668,54Q4pSogxO527PZuf8NHpo,0.486,0.528,0.458,0.0178,0.0671,-7.378,0.0279,96.983,0.299,34
669,0KjlHsHYeY7CVKrM8ZW3yZ,0.232,0.6,0.851,0.000554,0.463,-6.147,0.0379,107.889,0.626,32
670,7AG9QIqNVkL3nnffUtAUrJ,0.179,0.457,0.48,0.000479,0.113,-6.762,0.0315,132.602,0.326,26
671,5DDZqQYUSQB5u8zNJPz6c3,0.321,0.615,0.708,0.0168,0.194,-5.743,0.0299,132.02,0.758,26
698,0nDK3QHdQBSswBLt5rflrW,0.631,0.336,0.412,0.566,0.0969,-9.702,0.0329,71.91,0.261,5
699,0GH0AaZpG18mkpFHXSnbgw,0.205,0.514,0.898,0.00363,0.145,-4.681,0.0504,154.818,0.669,5
700,31izt9inzmuPAVi80rH0gu,0.302,0.392,0.936,0.00757,0.946,-6.74,0.205,169.928,0.541,3
701,5qn17LXVpzXXwIIU4xmp8q,0.414,0.458,0.802,0.000102,0.921,-5.077,0.0369,202.068,0.78,3
704,5LKOCNFiOVPDz0EAcfE1v6,0.382,0.532,0.929,3.92e-05,0.0686,-7.533,0.0844,175.669,0.934,26
705,5PjpIjrejmldJosUT8ARfC,0.334,0.588,0.839,0.494,0.188,-8.233,0.0307,107.861,0.924,37
706,66PKRNP4bNGkBS7OvNgEav,0.539,0.553,0.435,0.00137,0.113,-8.443,0.0279,147.777,0.461,38
707,1d6zjUxTZEpkr34sdYbvE8,0.316,0.563,0.691,0.0173,0.21,-7.343,0.0272,105.849,0.573,28
708,4UrH5D3n7wzlaRivBBZgQ6,0.784,0.487,0.355,0.0369,0.116,-10.906,0.0297,146.564,0.461,28
710,4HCXFTi2AVkH0SpZKNCBfa,0.0275,0.557,0.905,0.000655,0.131,-5.166,0.0385,152.039,0.845,34
711,4efulcRC3xYFaxT0D6Gx2s,0.508,0.599,0.911,8.2e-05,0.207,-5.737,0.0382,158.94,0.904,20
712,0PlkzWPMGLofwODbJZlrvP,0.166,0.505,0.507,0.000122,0.102,-7.945,0.0304,135.897,0.457,35
713,3rGC3cd3VxQ1DzMnmhrFra,0.586,0.388,0.413,0.515,0.113,-9.622,0.0317,74.413,0.262,22
714,6yZNxrhXaY2NmtHwdnMlG4,0.234,0.521,0.893,0.00472,0.145,-4.69,0.0536,154.755,0.678,20
715,0ru7K5zBrQkXZ9SwCjLkfR,0.333,0.405,0.932,0.00715,0.932,-6.735,0.221,169.907,0.576,22
716,0Rf194SGlahVwho1MUtA12,0.4,0.463,0.8,0.000127,0.903,-5.084,0.0382,201.917,0.759,32
717,2p07VcUwRZ5sru3mJ0JogS,0.42,0.677,0.776,0.000689,0.0954,-5.933,0.0386,121.834,0.642,67
718,3ga3cmO4mb9dMhysyJUEaH,0.462,0.617,0.465,0.000308,0.0885,-7.945,0.0291,130.85,0.224,49
724,1s8DkdE3uOWrGU7vonKrbK,0.403,0.546,0.776,0.00633,0.193,-7.359,0.0352,169.847,0.888,43
728,3nExEFafPGzCsoiMcbnqlk,0.0509,0.544,0.703,0.000141,0.128,-6.653,0.0358,165.833,0.491,36
729,5JtRN8PCpxoL03vnIpZXc7,0.0727,0.439,0.972,0.000297,0.0691,-5.358,0.0936,174.678,0.781,54
730,776wdb7j6xJuLJDVay0zww,0.544,0.511,0.472,0.000519,0.104,-8.119,0.0284,123.247,0.261,44
731,1e34AdVRKnPtvCuQv6nRlW,0.163,0.56,0.62,0.0013,0.188,-6.911,0.0277,177.13,0.76,35
732,1uvhSPYyu9pSoePgGYsiXL,0.0026,0.509,0.932,0.00828,0.194,-5.137,0.0617,159.969,0.715,22
733,67yQJ9I3lkIOoyo07gpdHv,0.00816,0.602,0.827,0.00423,0.106,-5.368,0.028,116.442,0.598,30
734,5CEShjK3uYlUoH9tPpgk5w,0.313,0.604,0.485,1.24e-06,0.0763,-6.829,0.0355,145.896,0.433,24
735,28D6PIpUgRxhix4Hbhy1ly,0.272,0.382,0.533,0.000458,0.156,-8.035,0.0328,151.298,0.291,39
736,2BxkW4S2t2QJwYuStXhDyP,0.2,0.55,0.969,8.02e-05,0.304,-4.133,0.0815,141.722,0.834,31
737,1Tlu6pGBAlvG2pybZQZH0t,0.607,0.563,0.366,0.012,0.143,-9.613,0.0264,75.861,0.325,44
738,4r16M8BzgI45VgpePvXYbV,0.493,0.619,0.543,3.91e-06,0.129,-6.969,0.0311,124.78,0.151,30
739,0Jcw5iId8lvWD2kufa7rgZ,0.401,0.693,0.625,0.00472,0.0766,-8.423,0.0289,116.36,0.501,37
740,1KhrAWvLIjRlQIJtSTgvsi,0.13,0.605,0.864,0.000827,0.113,-5.365,0.0292,122.918,0.736,71
741,7M0f1c8q0Uc0L3qfcX9vre,0.00462,0.567,0.914,0.178,0.0724,-5.929,0.04,163.85,0.961,32
742,4soNSWFteIzKJfw9uwcwRz,0.633,0.436,0.419,0.573,0.131,-10.659,0.0268,140.073,0.281,31
743,1WzAeadSKJhqykZFbJNmQv,0.337,0.744,0.637,0.000222,0.0696,-4.483,0.0241,100.511,0.785,72
744,26tLhSTPxv3U6GUIrLcmTj,0.201,0.714,0.825,2.53e-06,0.11,-4.273,0.0423,121.007,0.85,33
745,4kGibHPFoPpmUcIY4fERcg,0.00756,0.453,0.947,0.00307,0.0571,-3.741,0.0773,157.995,0.77,31
746,61nYUQyTKEGqy8Rqwlbxrb,0.234,0.571,0.363,0.00448,0.111,-8.235,0.0233,95.498,0.194,38
747,12Fg37kA2dUqVliuOli2cB,0.0247,0.673,0.724,0.0242,0.332,-4.551,0.0277,115.061,0.757,40
748,2lfBuEVBgvKLAkcypn68VD,0.2,0.592,0.761,1.4e-05,0.146,-6.212,0.0284,153.362,0.861,50
749,58aN5QHWWH9tfCqOPQacEB,0.314,0.516,0.427,0.00122,0.0933,-7.527,0.0255,141.584,0.274,30
750,5KticKA5xheCxxf01jJ9Si,0.0334,0.642,0.764,0.0861,0.199,-7.206,0.0456,153.907,0.668,37
758,2HqCaO7BV010qXS5FuiTED,0.237,0.537,0.699,2.27e-05,0.114,-6.615,0.0399,84.905,0.814,61
759,7m3uurpa37PbjVDtqxdAFB,0.119,0.409,0.446,1.29e-05,0.205,-8.263,0.0277,79.833,0.256,36
760,6t0EGwKbYrDMwht659TDAp,0.0104,0.484,0.9,6.02e-06,0.486,-4.701,0.0455,174.033,0.717,28
761,1Kdf7mtR6PF0ZMMdaHEmAX,0.402,0.5,0.406,0.000184,0.113,-8.032,0.0252,101.821,0.317,28
762,53QSUnFzSiDpiPdjNt8QA0,0.282,0.546,0.566,4e-05,0.136,-7.462,0.0288,118.708,0.333,28
763,4O0RMkeYFhMeqZHYVXVvts,0.0821,0.416,0.815,0.00258,0.125,-5.557,0.0379,170.861,0.811,30
764,4D2PPscabmwAlwtsFd4ZaO,0.317,0.299,0.572,5.25e-05,0.372,-6.861,0.0314,184.899,0.584,24
765,0xPiZIWqnVwSdezqWFYPct,0.212,0.702,0.693,4.68e-06,0.0611,-6.341,0.0574,160.127,0.826,34
766,7IX371JFVHxa7uDcZpo7Hz,0.496,0.417,0.459,0.0,0.111,-6.911,0.0297,137.704,0.346,24
767,3iIU9H1RI6zXp9DZtQVGUu,0.0189,0.519,0.878,0.00221,0.118,-6.251,0.0347,160.372,0.964,25
768,5w7486KEvszSIWMeTgdY4X,0.198,0.45,0.446,0.0101,0.0834,-9.599,0.0314,143.019,0.185,27
769,49jIwnU0pAUWorDG4ahISg,0.0923,0.741,0.662,0.0,0.306,-4.639,0.205,109.953,0.713,54
770,6TzU11huC8Hz4FVEsvCeE7,0.166,0.6,0.923,0.0,0.32,-1.926,0.105,160.025,0.712,68
771,4cZvTWcgPyHx2eZb0ruyX3,0.113,0.843,0.75,0.0,0.0275,-4.942,0.0421,109.886,0.835,48
772,0oUK4m2wNIBPfejlcB1N9k,0.0957,0.536,0.639,0.0,0.209,-3.999,0.0447,170.94,0.502,55
773,3ulIMvCtahvAmAQHcCbDFs,0.0747,0.769,0.803,0.0,0.0832,-3.501,0.115,119.923,0.503,52
774,12QoF5mIoZ1ZrVZFoc2Nwl,0.522,0.446,0.475,0.0,0.0859,-5.953,0.0293,139.267,0.112,48
775,1zFT6Z2zT4Z4kUFnerd9lE,0.00731,0.397,0.697,0.0,0.198,-3.749,0.0561,120.926,0.414,51
776,0um5z70pgfggfEzkhQuspz,0.513,0.502,0.692,0.000182,0.174,-6.174,0.262,154.301,0.608,48
780,0PehwgVlTpyYIbMYG1HIuo,0.1,0.522,0.644,0.0,0.199,-4.013,0.0464,170.902,0.474,25
793,79P9mBMhyd1hxWwDhv3NbF,0.218,0.441,0.5,0.595,0.178,-14.183,0.0807,126.486,0.323,29
794,7wDVvxMUdW5MtJUqFtuXUz,0.006,0.625,0.903,0.0,0.235,-2.519,0.0594,145.97,0.825,61
795,0AABiBAIYQCMpLI0ODbDDL,0.0261,0.645,0.844,0.000238,0.0767,-1.612,0.0383,143.957,0.731,43
796,34v3Sm3KEc7DtGPP50jyrl,0.222,0.692,0.818,9.78e-05,0.0999,-2.368,0.0344,150.04,0.675,46
797,6j2Tpn3qQS2BLPNwytsefO,0.228,0.677,0.885,6.05e-05,0.127,-2.121,0.0517,95.985,0.565,36
798,3bua7i9SBgMf0dzeR4ET1n,0.000132,0.623,0.653,0.745,0.205,-7.687,0.0393,118.036,0.473,30
799,7Cn6R7YB4EjQkfci9DdceG,0.199,0.625,0.831,0.000612,0.0805,-2.168,0.0554,121.029,0.513,57
800,1d8Arh7PushRWWJRs41rSa,0.0347,0.659,0.738,2.26e-06,0.114,-3.894,0.0659,117.081,0.615,61
801,3t4ozuyQ2OidVwuG08FHBn,0.0242,0.658,0.863,0.0123,0.303,-3.539,0.0558,114.934,0.497,48
802,4yWgTBYmJGnQKn63S9GUbf,0.0521,0.514,0.893,6.75e-05,0.253,-1.488,0.0646,179.969,0.746,37
803,7emNPKzuFwzqfXoKAnJR38,0.0199,0.702,0.952,0.644,0.559,-6.797,0.197,159.94,0.527,32
804,6UM5HKVVm1cjOQhUJB4Ft3,0.171,0.636,0.941,2.68e-05,0.152,-0.792,0.101,103.926,0.888,57
805,0NhHFXC06r5kK1rTUuOjxM,0.0398,0.802,0.851,0.000335,0.0618,-1.756,0.0563,100.019,0.697,47
806,0YxrpGXvAX6RsvdwRky6qN,0.0981,0.736,0.927,0.0,0.261,-3.074,0.203,97.046,0.786,37
807,0Ric2EfmVW0Xlz35v5ucMx,0.557,0.446,0.645,0.0,0.118,-4.166,0.0414,173.92,0.525,33
808,6PlBRsX5Nr6eq27UDXVTf5,0.793,0.674,0.125,0.748,0.126,-15.939,0.0557,99.686,0.184,27
809,4IQaBvlHjZrpZrIKWXuBxh,0.351,0.413,0.868,0.0,0.498,-3.427,0.0482,137.936,0.396,44
810,4CGmwiG8f9QqMYz33fxSzs,0.117,0.621,0.875,0.0,0.388,-1.955,0.0764,140.101,0.656,33
811,2UcC7n5jG6QMtOE0Zxznpm,0.638,0.481,0.791,1.25e-05,0.33,-4.982,0.0841,73.913,0.589,39
812,5FANrx0S8OLZrHiG8OpvVB,0.169,0.578,0.925,0.0156,0.353,-1.569,0.0355,114.984,0.592,33
813,6WKRso2bBkl1GR5ChIT8K1,0.11,0.594,0.333,0.607,0.0805,-9.985,0.161,144.97,0.135,28
822,1vqxg9upfP0DIuHk2i7CTZ,0.0226,0.658,0.856,0.0112,0.32,-3.774,0.055,114.914,0.526,14
823,3OtzhqcPDbKD4YF17JTqYx,0.0535,0.518,0.893,9.17e-05,0.333,-1.66,0.0671,180.015,0.715,9
825,4HVbYWhMJhrdROgwNgzvQJ,0.163,0.64,0.941,2.84e-05,0.165,-1.01,0.0963,103.967,0.902,29
826,0QWUoMvXvUeqaNzRX5r8xP,0.0439,0.8,0.852,0.000344,0.0564,-1.98,0.0535,100.027,0.707,12
827,0LTntYILuGjlJ2AsGo4Mey,0.0893,0.738,0.926,0.0,0.272,-3.287,0.191,96.981,0.767,11
828,1HYYVCSDlx7FFgFf0urioK,0.558,0.455,0.653,0.0,0.114,-4.372,0.0438,174.085,0.546,7
830,03thGoAmhGXCCbMaUvPxZz,0.359,0.424,0.871,0.0,0.493,-3.441,0.0495,137.972,0.377,16
832,1iMrWWq83B2FxZLXRi8g1u,0.635,0.533,0.785,1.19e-05,0.33,-5.185,0.0631,148.132,0.606,14
833,31oxM9aRg1RltU7BtzLMS2,0.168,0.577,0.922,0.0167,0.352,-1.777,0.0359,114.971,0.59,8
835,6qNALlmZa1ESnCxJmXE1K9,0.314,0.755,0.769,2.38e-06,0.0628,-5.658,0.186,114.966,0.642,64
