,artist,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
911,MC The Max,CEREMONIA (Complete Edition),10,3HjLqqtySUrYEaGxtp7T0d,One Love (20th Edition),spotify:track:3HjLqqtySUrYEaGxtp7T0d,0.318,0.33,0.478,1.55e-06,0.141,-5.188,0.0313,139.67,0.248,14
912,MC The Max,CEREMONIA (Complete Edition),11,7G7RMfzpTvrrKyYq8X6V6m,You are tearful (20th Edition),spotify:track:7G7RMfzpTvrrKyYq8X6V6m,0.576,0.447,0.433,0.0,0.111,-6.844,0.0307,135.436,0.121,8
913,MC The Max,CEREMONIA (Complete Edition),12,0MJA8h1Dddft1aG2lFIOVD,The poem of love (20th Edition),spotify:track:0MJA8h1Dddft1aG2lFIOVD,0.839,0.455,0.294,0.000132,0.109,-9.589,0.0315,125.484,0.165,8
914,MC The Max,CEREMONIA (Complete Edition),1,58oBZcI3cChkakOsT9asWc,Love of Sunflower (20th Edition),spotify:track:58oBZcI3cChkakOsT9asWc,0.643,0.589,0.467,1.46e-06,0.11,-6.295,0.0292,80.953,0.404,7
915,MC The Max,CEREMONIA (Complete Edition),2,5kNLEnW5D2ay2BHPSIvUtc,Don't be happy (20th Edition),spotify:track:5kNLEnW5D2ay2BHPSIvUtc,0.819,0.478,0.303,0.0,0.101,-7.344,0.0284,137.465,0.294,15
916,MC The Max,CEREMONIA (Complete Edition),3,2UOslzkeKYU6NTP4Ukbo4n,Love Is going to be painful (20th Edition),spotify:track:2UOslzkeKYU6NTP4Ukbo4n,0.425,0.403,0.448,0.0,0.2,-5.305,0.0288,139.925,0.0834,7
917,MC The Max,CEREMONIA (Complete Edition),4,4VW2EZbVNpaQj2D0HdARdO,Returns (20th Edition),spotify:track:4VW2EZbVNpaQj2D0HdARdO,0.0196,0.504,0.905,0.0,0.321,-3.202,0.0481,155.973,0.472,5
918,MC The Max,CEREMONIA (Complete Edition),5,7fN1rHLGCgC0Pq3XtX1YVV,Far from Here (20th Edition),spotify:track:7fN1rHLGCgC0Pq3XtX1YVV,0.74,0.375,0.554,4.48e-06,0.149,-4.454,0.033,78.869,0.324,7
919,MC The Max,CEREMONIA (Complete Edition),6,640fftgt2Nh5NrLaVCFStP,Wind that blows (20th Edition),spotify:track:640fftgt2Nh5NrLaVCFStP,0.74,0.272,0.47,0.0,0.127,-5.688,0.0331,135.803,0.247,8
920,MC The Max,CEREMONIA (Complete Edition),7,54tRHuvIhsrtnMv8352x5k,Night we shine (20th Edition),spotify:track:54tRHuvIhsrtnMv8352x5k,0.782,0.487,0.562,0.0,0.114,-5.327,0.0322,136.007,0.117,8
921,MC The Max,CEREMONIA (Complete Edition),8,6dELQzxcmKVu12g4Ki4hc2,Pathos (20th Edition),spotify:track:6dELQzxcmKVu12g4Ki4hc2,0.922,0.276,0.218,0.968,0.12,-11.014,0.0338,66.629,0.107,4
922,MC The Max,CEREMONIA (Complete Edition),9,4qigmuuf1BwF15Z64DanWR,No matter where (20th Edition),spotify:track:4qigmuuf1BwF15Z64DanWR,0.417,0.492,0.469,0.0,0.271,-6.073,0.0303,131.782,0.31,10
923,MC The Max,CEREMONIA (Complete Edition),10,7mftD5a0qu7pfI2f45Lw4z,Certainly (20th Edition),spotify:track:7mftD5a0qu7pfI2f45Lw4z,0.135,0.308,0.478,0.0,0.155,-5.385,0.0343,139.017,0.178,9
924,MC The Max,CEREMONIA (Complete Edition),11,5SwXtXlwbkxXBj3VUkn2pD,In Dreams (Inst.),spotify:track:5SwXtXlwbkxXBj3VUkn2pD,0.0745,0.452,0.563,0.813,0.277,-8.839,0.0315,140.024,0.0722,3
925,MC The Max,CEREMONIA (Complete Edition),12,3FLIPNk9XaDXE0sdZlcYx2,BLOOM (Inst.),spotify:track:3FLIPNk9XaDXE0sdZlcYx2,0.115,0.445,0.436,0.885,0.244,-8.272,0.0264,137.875,0.104,2
926,MC The Max,Circular,1,2JJTLtccyOLEqFGMaJEyZv,One Day Only,spotify:track:2JJTLtccyOLEqFGMaJEyZv,0.476,0.335,0.551,0.0,0.178,-5.136,0.0317,136.023,0.205,38
927,MC The Max,Circular,2,6MbO4CpHNgsdV4dn2cGKWp,After You’ve Gone,spotify:track:6MbO4CpHNgsdV4dn2cGKWp,0.656,0.432,0.526,0.0,0.12,-5.371,0.0336,132.106,0.212,36
928,MC The Max,Circular,3,6tW1aWmAspjwqkdBKOn9uV,Time Will Tell,spotify:track:6tW1aWmAspjwqkdBKOn9uV,0.561,0.375,0.479,0.0,0.111,-6.592,0.0327,137.2,0.187,21
929,MC The Max,Circular,4,5TCgUf31UGoFXQkpgINv9j,Enough,spotify:track:5TCgUf31UGoFXQkpgINv9j,0.561,0.479,0.405,0.0,0.15,-6.657,0.033,139.6,0.203,19
930,MC The Max,Circular,5,69YYIfKYcME9NbwVi9IyEV,Past Tense,spotify:track:69YYIfKYcME9NbwVi9IyEV,0.329,0.501,0.577,0.0,0.143,-4.111,0.0313,130.088,0.216,20
931,MC The Max,Circular,6,4zDBVkbsMTgCyh9VymVlC0,Almost Blue,spotify:track:4zDBVkbsMTgCyh9VymVlC0,0.816,0.542,0.353,1.9e-06,0.118,-8.108,0.0368,131.434,0.168,10
933,MC The Max,Circular,8,2xb66NroQErv5lfYo3nVWw,Eh-O!,spotify:track:2xb66NroQErv5lfYo3nVWw,0.0102,0.547,0.867,0.0,0.171,-4.692,0.0711,159.92,0.901,7
934,MC The Max,Circular,9,4rrzh7lF1VEnxDASEnhNie,Circular OP.1 (Crevasse),spotify:track:4rrzh7lF1VEnxDASEnhNie,0.159,0.299,0.745,0.000206,0.0719,-3.21,0.0458,159.302,0.306,12
935,MC The Max,Circular,10,64ntYhn6Mzrhp2Juv0J42g,Circular OP.2 (Restored),spotify:track:64ntYhn6Mzrhp2Juv0J42g,0.599,0.506,0.403,1.43e-06,0.148,-6.696,0.0299,75.386,0.272,17
936,MC The Max,Circular,11,4Yh6KlUJMBoHCK3C1d5HpS,One Day Only (Instrumental),spotify:track:4Yh6KlUJMBoHCK3C1d5HpS,0.062,0.371,0.489,0.869,0.229,-9.258,0.0333,136.083,0.0761,4
937,MC The Max,Circular,12,23gXmEB9IR7EZ2FrUgcdUe,After You’ve Gone (Instrumental),spotify:track:23gXmEB9IR7EZ2FrUgcdUe,0.384,0.464,0.408,0.891,0.119,-8.848,0.0276,66.111,0.153,4
938,MC The Max,Circular,13,1IK2UKHE4OFXSOzhzS6dTJ,Enough (Instrumental),spotify:track:1IK2UKHE4OFXSOzhzS6dTJ,0.0528,0.549,0.294,0.917,0.148,-11.016,0.0251,140.045,0.111,2
939,MC The Max,Circular,14,3d941wOHeM1e4mJRq8tUKN,Almost Blue (Instrumental),spotify:track:3d941wOHeM1e4mJRq8tUKN,0.678,0.741,0.318,0.888,0.122,-11.914,0.0383,131.975,0.108,4
940,MC The Max,Pathos Tour Live Album,1,6cnBHYXWEIVJ5IUfJI0Dw6,You you and you,spotify:track:6cnBHYXWEIVJ5IUfJI0Dw6,0.305,0.302,0.509,0.0,0.102,-5.744,0.0377,142.055,0.156,21
941,MC The Max,Pathos Tour Live Album,2,65uatojXnGfMXvecfOZysi,Love & Hate,spotify:track:65uatojXnGfMXvecfOZysi,0.585,0.501,0.394,0.0,0.108,-6.997,0.0293,139.476,0.179,15
942,MC The Max,Pathos Tour Live Album,3,5f1UK2STB3YNI4ftvGxt85,Pathos (2016 Live Ver),spotify:track:5f1UK2STB3YNI4ftvGxt85,0.922,0.133,0.185,0.937,0.105,-18.353,0.0381,86.419,0.0338,2
943,MC The Max,Pathos Tour Live Album,4,1G3g833E671ckVVjCHaaDf,No Metter Where (2016 Live Ver),spotify:track:1G3g833E671ckVVjCHaaDf,0.13,0.418,0.466,0.0,0.134,-6.314,0.0324,131.617,0.167,9
944,MC The Max,Pathos Tour Live Album,5,54fTetRMoxHmJHnmSZtGSq,We In The Past (2016 Live Ver),spotify:track:54fTetRMoxHmJHnmSZtGSq,0.482,0.592,0.291,0.0,0.698,-8.041,0.0313,129.845,0.173,3
945,MC The Max,Pathos Tour Live Album,6,2zJcglUf7QlKE7AZUIacsO,Misty (2016 Live Ver),spotify:track:2zJcglUf7QlKE7AZUIacsO,0.339,0.447,0.491,0.0,0.484,-7.241,0.0487,149.684,0.347,4
946,MC The Max,Pathos Tour Live Album,7,6FY4mY8IIlersyJIsU6tFy,pale blue note (2016 Live Ver),spotify:track:6FY4mY8IIlersyJIsU6tFy,0.698,0.367,0.185,7.41e-05,0.369,-10.089,0.0312,127.561,0.11,2
947,MC The Max,Pathos Tour Live Album,8,0hRpXsxqZ1gAV4XxelqHKN,Someday (2016 Live Ver),spotify:track:0hRpXsxqZ1gAV4XxelqHKN,0.714,0.447,0.358,0.0,0.935,-10.313,0.0671,58.681,0.148,4
948,MC The Max,Pathos Tour Live Album,9,3rS74ifXcMSz8IJiBu9XPi,Sandglass (2016 Live Ver),spotify:track:3rS74ifXcMSz8IJiBu9XPi,0.299,0.565,0.352,0.0,0.12,-6.844,0.0279,71.032,0.118,4
949,MC The Max,Pathos Tour Live Album,10,3qWbUYGUZkYZ8GYBxsBmRW,Before Dawn (2016 Live Ver),spotify:track:3qWbUYGUZkYZ8GYBxsBmRW,0.118,0.422,0.435,0.0,0.608,-6.884,0.0341,149.22,0.263,6
950,MC The Max,Pathos Tour Live Album,11,117XKyLIfXNvWcsPK9EB2M,anepigraphe (2016 Live Ver),spotify:track:117XKyLIfXNvWcsPK9EB2M,0.0188,0.503,0.907,0.179,0.862,-6.825,0.0408,129.76,0.259,1
951,MC The Max,Pathos Tour Live Album,12,2PTKKrXMijr6V5lBR3WYUg,You are my sunshine (2016 Live Ver),spotify:track:2PTKKrXMijr6V5lBR3WYUg,0.0638,0.47,0.925,0.0,0.883,-3.019,0.09,158.114,0.408,2
952,MC The Max,Pathos Tour Live Album,13,6GJalxwSRTCFCncwE5Fr9d,Returns (2016 Live Ver),spotify:track:6GJalxwSRTCFCncwE5Fr9d,0.12,0.503,0.914,0.0,0.936,-4.421,0.106,156.037,0.427,5
953,MC The Max,Pathos Tour Live Album,14,4ptl5W8WQ0gVIUAFl0OtZx,I am (2016 Live Ver),spotify:track:4ptl5W8WQ0gVIUAFl0OtZx,0.00336,0.595,0.915,0.0,0.883,-3.753,0.0575,119.93,0.641,1
954,MC The Max,Pathos,1,0ro2iFzWcaqO9d2c71Hsoy,Pathos,spotify:track:0ro2iFzWcaqO9d2c71Hsoy,0.946,0.332,0.172,0.953,0.113,-15.443,0.0312,33.323,0.037,5
955,MC The Max,Pathos,2,7oT5JOWwxnwcZRI6NLzhWs,No matter where,spotify:track:7oT5JOWwxnwcZRI6NLzhWs,0.574,0.451,0.449,0.0,0.11,-6.104,0.0301,131.674,0.331,45
956,MC The Max,Pathos,3,3fMPAUMhgW2FTIkZa96lVJ,Dimly,spotify:track:3fMPAUMhgW2FTIkZa96lVJ,0.692,0.355,0.531,0.0,0.0967,-6.649,0.0432,149.673,0.461,19
957,MC The Max,Pathos,4,3pQeSROyf8O06LF4X510hS,All right,spotify:track:3pQeSROyf8O06LF4X510hS,0.793,0.362,0.316,0.0,0.132,-8.557,0.0352,128.903,0.166,20
958,MC The Max,Pathos,5,5y6yNbIfe8n6vOuf4CUcT0,pale blue note,spotify:track:5y6yNbIfe8n6vOuf4CUcT0,0.736,0.337,0.276,5.63e-05,0.125,-9.606,0.0312,125.651,0.137,16
959,MC The Max,Pathos,6,7HVU678t7HxW7vXb0oATPg,Certainly,spotify:track:7HVU678t7HxW7vXb0oATPg,0.638,0.352,0.374,0.0,0.184,-6.011,0.0347,141.232,0.215,24
961,MC The Max,Pathos,8,2LjqGjjaaZWlEXW7HsCZVR,Before this night,spotify:track:2LjqGjjaaZWlEXW7HsCZVR,0.63,0.337,0.42,0.0,0.103,-5.857,0.0405,149.418,0.291,19
962,MC The Max,Pathos,9,7HeDnKViVDeVgFz2k45Y4C,Even if I want to say,spotify:track:7HeDnKViVDeVgFz2k45Y4C,0.901,0.551,0.283,0.0,0.115,-6.979,0.0311,129.628,0.195,9
963,MC The Max,Pathos,10,7cMql6cuS2DIb8AFtwAPA1,anepigraphe,spotify:track:7cMql6cuS2DIb8AFtwAPA1,0.066,0.49,0.921,0.863,0.104,-5.823,0.0324,129.961,0.434,6
964,MC The Max,UNVEILING,1,4YhJA8SUrDPA2FoDrgYnGL,Lying On Your Lips,spotify:track:4YhJA8SUrDPA2FoDrgYnGL,0.494,0.365,0.474,0.0,0.107,-5.604,0.031,139.456,0.223,26
965,MC The Max,UNVEILING,2,3iU87q3VK27pjtf0islTD6,Then we,spotify:track:3iU87q3VK27pjtf0islTD6,0.746,0.523,0.244,1.09e-05,0.113,-7.164,0.0309,129.515,0.136,17
966,MC The Max,UNVEILING,3,7FRlsFYaLa3dQMhv3aOGT0,Vacancy,spotify:track:7FRlsFYaLa3dQMhv3aOGT0,0.406,0.538,0.431,0.0,0.184,-7.486,0.0392,75.836,0.333,9
967,MC The Max,UNVEILING,4,0N7tsEBJFLKJ6t27h1xKwL,On my way home,spotify:track:0N7tsEBJFLKJ6t27h1xKwL,0.704,0.471,0.361,0.0,0.132,-9.351,0.0333,131.274,0.228,6
968,MC The Max,UNVEILING,5,1456YlfEiL9mtoqg83PEfg,Wind that Blows,spotify:track:1456YlfEiL9mtoqg83PEfg,0.476,0.315,0.429,0.0,0.171,-6.856,0.0353,144.18,0.155,26
969,MC The Max,UNVEILING,6,5yVwt5zCjJB2695nZubjwS,Night we shine,spotify:track:5yVwt5zCjJB2695nZubjwS,0.537,0.438,0.423,0.0,0.14,-8.225,0.0362,135.321,0.142,23
970,MC The Max,UNVEILING,7,4MNf36gr7Y0lcfUkPcSo7k,January,spotify:track:4MNf36gr7Y0lcfUkPcSo7k,0.129,0.532,0.492,0.0,0.176,-6.505,0.0288,128.017,0.278,15
971,MC The Max,UNVEILING,8,54ft8nOrp9Uf371aRCB5PQ,One more day,spotify:track:54ft8nOrp9Uf371aRCB5PQ,0.573,0.316,0.486,0.0,0.183,-6.09,0.0388,189.855,0.247,14
972,MC The Max,UNVEILING,9,1zdCq6u2bGph1TXKh5w0fR,My Story,spotify:track:1zdCq6u2bGph1TXKh5w0fR,0.593,0.463,0.384,0.0,0.138,-6.564,0.0313,73.978,0.187,21
973,MC The Max,UNVEILING,10,7jqsVFcChjAvKYA5Qyb5BY,Final Song,spotify:track:7jqsVFcChjAvKYA5Qyb5BY,0.513,0.304,0.396,0.0,0.646,-6.783,0.0388,169.486,0.272,10
974,MC The Max,UNVEILING,11,2oZNNgAaXDDfX6G4IWtdP0,Then we - Instrumental,spotify:track:2oZNNgAaXDDfX6G4IWtdP0,0.709,0.524,0.225,0.942,0.113,-13.276,0.0287,129.862,0.0729,2
975,MC The Max,UNVEILING,12,5ETpCoLKH4lpxak7zTPIF1,On my way home - Instrumental,spotify:track:5ETpCoLKH4lpxak7zTPIF1,0.418,0.554,0.26,0.719,0.131,-14.876,0.0338,132.057,0.0657,2
976,MC The Max,UNVEILING,13,2u8X4EEsOEnuK5sOC5eMoe,Wind that Blows - Instrumental,spotify:track:2u8X4EEsOEnuK5sOC5eMoe,0.0717,0.49,0.284,0.851,0.179,-12.464,0.0277,143.98,0.0705,1
977,MC The Max,UNVEILING,1,3yBaMx6XQA0UbogyCgQSO7,Don't be happy - 2013 Live Version,spotify:track:3yBaMx6XQA0UbogyCgQSO7,0.677,0.388,0.339,0.0,0.416,-7.44,0.0343,134.643,0.119,5
978,MC The Max,UNVEILING,2,75ECglGzVNaXQjIp1bqnUN,For my ended love - 2013 Live Version,spotify:track:75ECglGzVNaXQjIp1bqnUN,0.445,0.528,0.606,0.0,0.409,-5.76,0.0474,139.696,0.243,2
979,MC The Max,UNVEILING,3,33DAgpWobahV5r93uPJ3K1,My last Breathe - 2013 Live Version,spotify:track:33DAgpWobahV5r93uPJ3K1,0.821,0.659,0.214,0.0105,0.382,-12.743,0.0335,124.067,0.264,2
980,MC The Max,UNVEILING,4,3Txhx385lUbf2BY3M58kon,End of love - 2013 Live Version,spotify:track:3Txhx385lUbf2BY3M58kon,0.253,0.543,0.686,1.05e-05,0.914,-6.175,0.0874,80.181,0.404,6
981,MC The Max,UNVEILING,5,5qrVMMMVzqoC0SWWnvuius,Moon-noon - 2013 Live Version,spotify:track:5qrVMMMVzqoC0SWWnvuius,0.593,0.571,0.544,0.0,0.348,-6.072,0.0457,75.975,0.366,3
982,MC The Max,UNVEILING,6,0MVcrpJGueJVvUG5ng2JIN,love of Sunflower - 2013 Live Version,spotify:track:0MVcrpJGueJVvUG5ng2JIN,0.136,0.651,0.864,0.000232,0.841,-4.604,0.0569,102.92,0.634,2
983,MC The Max,UNVEILING,7,5YAl82hOsO9vh7qntB5Isc,The poem of love - 2013 Live Version,spotify:track:5YAl82hOsO9vh7qntB5Isc,0.862,0.418,0.298,8.84e-06,0.679,-9.958,0.0337,112.52,0.164,2
985,MC The Max,Rewind & Remind,2,2jyz1foSh6JknnAwlVBv1V,Light Zone,spotify:track:2jyz1foSh6JknnAwlVBv1V,0.00539,0.468,0.843,4.4e-05,0.041,-5.316,0.0498,135.0,0.225,2
986,MC The Max,Rewind & Remind,3,3fp75kcXj4IYuSp6rxN4WR,Following Car Is Honking a Horn,spotify:track:3fp75kcXj4IYuSp6rxN4WR,0.191,0.322,0.523,0.0,0.14,-6.507,0.0366,167.575,0.341,1
987,MC The Max,Rewind & Remind,4,1BcTsVcxq9PNeV5ZoyPE1x,Far from Here,spotify:track:1BcTsVcxq9PNeV5ZoyPE1x,0.106,0.39,0.701,0.0,0.119,-4.722,0.0406,78.663,0.315,8
988,MC The Max,Rewind & Remind,5,2RiE9Obi9zhZIClRt5SJQt,"Dear My Tears, Please Wait",spotify:track:2RiE9Obi9zhZIClRt5SJQt,0.107,0.594,0.679,0.0,0.299,-6.186,0.0239,98.056,0.39,0
989,MC The Max,Rewind & Remind,6,4SfKVB4LOAAkacV6FLXiNS,Yes I Am,spotify:track:4SfKVB4LOAAkacV6FLXiNS,0.00101,0.203,0.889,2.91e-06,0.357,-3.85,0.13,180.004,0.479,1
990,MC The Max,Rewind & Remind,7,4W228bgj9RbtZHjOJQG8Or,Fever (feat. Monotonik),spotify:track:4W228bgj9RbtZHjOJQG8Or,0.0133,0.627,0.798,3.04e-05,0.0831,-5.263,0.0285,130.021,0.716,1
991,MC The Max,Rewind & Remind,8,2rqE0q9I5AsJYpkvlN3j6r,So Many Times,spotify:track:2rqE0q9I5AsJYpkvlN3j6r,0.00013,0.522,0.88,1.45e-05,0.321,-5.234,0.0375,126.972,0.7,0
992,MC The Max,Rewind & Remind,9,6iEN7vG0RoYc52Lpk8zBuJ,Far Away,spotify:track:6iEN7vG0RoYc52Lpk8zBuJ,0.0422,0.5,0.588,0.78,0.0891,-7.794,0.0265,100.032,0.153,0
993,MC The Max,Rewind & Remind,10,5V7FrFztpwtxkQewFofiq8,Following Car Is Honking a Horn - Piano Version,spotify:track:5V7FrFztpwtxkQewFofiq8,0.829,0.438,0.325,0.0,0.105,-10.397,0.0799,165.225,0.486,0
994,MC The Max,Unlimited,1,49YxjGMJul58BPvbE1oIfy,Don't Stop Your Love,spotify:track:49YxjGMJul58BPvbE1oIfy,0.344,0.435,0.531,0.0,0.0827,-5.973,0.0317,79.997,0.242,0
995,MC The Max,Unlimited,2,3eldsEbQKXfLjFsOFolcsZ,Yell Out the Love,spotify:track:3eldsEbQKXfLjFsOFolcsZ,0.708,0.451,0.474,0.0,0.096,-6.077,0.0315,135.297,0.144,4
1000,MC The Max,Unlimited,7,5v0ddbTZUtSgjqvwFUGTXT,Closing Time,spotify:track:5v0ddbTZUtSgjqvwFUGTXT,0.207,0.338,0.603,0.0,0.363,-6.031,0.0329,72.93,0.235,3
1001,MC The Max,Unlimited,8,3xTVozk64efZs3F0g7bah9,Wanted Love,spotify:track:3xTVozk64efZs3F0g7bah9,0.423,0.431,0.373,4.46e-05,0.137,-8.715,0.0274,139.632,0.192,1
1003,MC The Max,Unlimited,1,3LMNuv0wmWMGKPeLLjnpMX,Goodbye to Romance,spotify:track:3LMNuv0wmWMGKPeLLjnpMX,0.274,0.631,0.682,0.0,0.35,-5.145,0.0305,111.93,0.375,3
1005,MC The Max,Unlimited,3,5ViHMfPpbvQLDUBDFjGHg8,Heart Song,spotify:track:5ViHMfPpbvQLDUBDFjGHg8,0.00548,0.356,0.711,0.0,0.304,-7.389,0.0581,199.832,0.493,1
1007,MC The Max,Unlimited,5,3yhdVALFF12cPWn0NQ28m0,Listen,spotify:track:3yhdVALFF12cPWn0NQ28m0,0.0698,0.613,0.663,6.33e-06,0.124,-7.334,0.0303,126.997,0.625,0
1008,MC The Max,Unlimited,6,0ceSyvSFRTWjUnmpf24mBm,Blink,spotify:track:0ceSyvSFRTWjUnmpf24mBm,0.002,0.535,0.762,0.0,0.111,-7.403,0.0438,161.963,0.731,0
1010,MC The Max,Unlimited,8,4qX6ok7VSKTx1fpH1e6zA1,Hmm Hmm,spotify:track:4qX6ok7VSKTx1fpH1e6zA1,0.0287,0.654,0.601,2.04e-06,0.568,-10.289,0.0505,132.033,0.757,0
1014,MC The Max,Returns,2,7dgOdpmx2Yhajffw0jLoJq,Returns,spotify:track:7dgOdpmx2Yhajffw0jLoJq,0.0442,0.47,0.844,5.38e-06,0.166,-4.375,0.0467,156.035,0.501,17
1015,MC The Max,Returns,3,02MYQzStm9cOzrGK5ahpjT,Stop My Heart,spotify:track:02MYQzStm9cOzrGK5ahpjT,0.78,0.388,0.403,0.0,0.108,-6.305,0.0308,142.672,0.198,24
1016,MC The Max,Returns,4,7DlrotrTBOV8U264v38noV,When Love Is Over - MV Mix,spotify:track:7DlrotrTBOV8U264v38noV,0.608,0.544,0.503,2.2e-05,0.11,-7.061,0.0319,147.93,0.539,4
1017,MC The Max,Returns,5,7mqrBgcGFDQwX0psOdmSTY,Love Leaves for Love,spotify:track:7mqrBgcGFDQwX0psOdmSTY,0.563,0.455,0.492,0.0,0.193,-6.151,0.0324,74.995,0.154,4
1019,MC The Max,Returns,7,7BBA66AVK7RZlodNlk1o6P,Sandglass,spotify:track:7BBA66AVK7RZlodNlk1o6P,0.513,0.44,0.411,0.0,0.111,-7.732,0.0278,143.911,0.178,8
1020,MC The Max,Returns,8,0FXzgZM3Q6bVRoZwFXqiB5,If Only You,spotify:track:0FXzgZM3Q6bVRoZwFXqiB5,0.27,0.689,0.789,0.0,0.134,-5.378,0.0309,108.035,0.633,2
1021,MC The Max,Returns,9,6VlOHZK0sAn2vtrY4O7Gcc,Oh! Plz (feat. Choi Jini),spotify:track:6VlOHZK0sAn2vtrY4O7Gcc,0.0306,0.758,0.676,2.78e-05,0.335,-4.856,0.0786,131.982,0.664,2
1022,MC The Max,Returns,10,18Z4s7Nymv07CHLsE4vVv9,Close the Eyes,spotify:track:18Z4s7Nymv07CHLsE4vVv9,0.792,0.267,0.482,0.0,0.139,-7.535,0.0484,65.896,0.276,2
1023,MC The Max,Returns,11,6RymYciKXy15Fl0ZaV9wT3,Rain,spotify:track:6RymYciKXy15Fl0ZaV9wT3,0.274,0.74,0.736,0.000656,0.0646,-10.075,0.0708,105.024,0.742,1
1024,MC The Max,Returns,12,1F1A5P8zAPRw5Kc1Ay395h,Moment,spotify:track:1F1A5P8zAPRw5Kc1Ay395h,0.00938,0.72,0.843,0.0296,0.363,-6.983,0.06,129.999,0.797,3
1025,MC The Max,Returns,13,1PRrwOnHeX4HXZzWouKHJF,What a Wonderful World,spotify:track:1PRrwOnHeX4HXZzWouKHJF,0.0538,0.622,0.769,3.99e-05,0.0666,-6.54,0.0307,94.97,0.252,2
1026,MC The Max,Returns,14,6eIrXRddiJrFz6LkT0AxSN,Tear,spotify:track:6eIrXRddiJrFz6LkT0AxSN,0.208,0.565,0.763,0.0,0.291,-4.665,0.0294,99.998,0.727,15
1027,MC The Max,Returns,15,7rAQTUEf2lbOMWnZXl3Vvu,When Love Is Over,spotify:track:7rAQTUEf2lbOMWnZXl3Vvu,0.00871,0.481,0.701,1.28e-05,0.389,-6.406,0.0337,148.041,0.557,3
1028,MC The Max,Returns,1,2SUZ7xVYhOcYjFWs2oRDYQ,Poem of Love,spotify:track:2SUZ7xVYhOcYjFWs2oRDYQ,0.821,0.439,0.28,0.0,0.115,-10.208,0.0365,125.03,0.0921,7
1029,MC The Max,Returns,2,0gNNVi99SgNqXVccXn6zLV,Love all aches,spotify:track:0gNNVi99SgNqXVccXn6zLV,0.617,0.459,0.264,1.11e-06,0.117,-10.009,0.0297,125.499,0.122,3
1030,MC The Max,Returns,3,5Us3OhJYKQ1rKUnPDP1DhW,Please Don't Happy,spotify:track:5Us3OhJYKQ1rKUnPDP1DhW,0.56,0.509,0.384,0.0,0.144,-9.325,0.0288,129.762,0.108,18
1031,MC The Max,Returns,4,0orulkquMq2VU6Xh0Ztm0q,Sunflowers Drop Sometimes,spotify:track:0orulkquMq2VU6Xh0Ztm0q,0.638,0.512,0.509,1.14e-05,0.107,-7.915,0.0273,94.847,0.414,5
1032,MC The Max,Returns,5,0zqmNSDYOmViYPnzkeB1An,Short While Good Bye,spotify:track:0zqmNSDYOmViYPnzkeB1An,0.91,0.312,0.237,0.0,0.165,-11.454,0.0356,74.408,0.295,10
1033,MC The Max,Returns,6,1tXwJi6VmPcMVliVhXkkaE,Looking for Love,spotify:track:1tXwJi6VmPcMVliVhXkkaE,0.501,0.733,0.555,0.0,0.111,-8.098,0.0279,114.944,0.523,3
1053,MC The Max,M.C The Max! Vol.1,2,20D2FCxrLQ867vMRKW6o5F,잠시만 안녕 Pop Version,spotify:track:20D2FCxrLQ867vMRKW6o5F,0.72,0.358,0.513,0.0,0.118,-6.742,0.0327,69.858,0.115,17
1054,MC The Max,M.C The Max! Vol.1,3,52KmAuapTEZWa5Bs8uBTI4,사랑하고 싶었어,spotify:track:52KmAuapTEZWa5Bs8uBTI4,0.58,0.521,0.349,3.42e-06,0.081,-8.644,0.0255,70.026,0.246,14
1055,MC The Max,M.C The Max! Vol.1,4,0JPCtu2uAgEhZIp0bOsYqo,마지막 내 숨소리,spotify:track:0JPCtu2uAgEhZIp0bOsYqo,0.75,0.533,0.279,0.000142,0.135,-9.679,0.0296,124.085,0.186,20
1057,MC The Max,M.C The Max! Vol.1,6,2QC4jKoy1Dpba02lrWl4gg,변함없는 나,spotify:track:2QC4jKoy1Dpba02lrWl4gg,0.324,0.684,0.749,0.0,0.117,-5.661,0.0304,118.03,0.507,3
1058,MC The Max,M.C The Max! Vol.1,7,7GQjNRV9ARCLGBD6SF0e9C,천의 안부,spotify:track:7GQjNRV9ARCLGBD6SF0e9C,0.371,0.4,0.444,0.0,0.107,-7.049,0.0299,128.302,0.149,4
1059,MC The Max,M.C The Max! Vol.1,8,6FlNdJYjrzZR4iOel6S2ES,12월,spotify:track:6FlNdJYjrzZR4iOel6S2ES,0.0695,0.334,0.447,0.0,0.148,-7.944,0.0288,146.688,0.17,15
1060,MC The Max,M.C The Max! Vol.1,9,43GG8SwwEE8BOu9XGY3bVX,Loving Day,spotify:track:43GG8SwwEE8BOu9XGY3bVX,0.258,0.388,0.541,0.0,0.175,-7.158,0.029,139.653,0.147,4
1061,MC The Max,M.C The Max! Vol.1,10,1DghERhHb5IWOn9uYgmkRC,하얀하늘,spotify:track:1DghERhHb5IWOn9uYgmkRC,0.497,0.409,0.52,0.0,0.111,-6.53,0.0324,79.611,0.132,3
1062,MC The Max,M.C The Max! Vol.1,11,0Zu2owISJa1dlJOSTOrrtb,파애,spotify:track:0Zu2owISJa1dlJOSTOrrtb,0.421,0.381,0.39,6.38e-06,0.308,-7.525,0.03,135.639,0.13,6
